VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
129854,Thursday,4393577681,1,MENS WEAR,5702
129863,Thursday,1590000209,5,PRE PACKED DELI,7502
130003,Thursday,7874203976,1,DAIRY,7955
130013,Thursday,4900004086,1,DSD GROCERY,9546
130124,Thursday,68113138753,1,PRODUCE,7004
130144,Thursday,1480000039,1,DSD GROCERY,4636
130335,Thursday,82986402601,1,LADIESWEAR,2087
130533,Thursday,88295696203,1,BOYS WEAR,5534
130582,Thursday,3485600408,1,IMPULSE MERCHANDISE,801
130605,Thursday,5200032012,1,DSD GROCERY,4606
130763,Friday,1760002177,1,GROCERY DRY GOODS,2219
130772,Friday,7800015216,1,DSD GROCERY,2403
130856,Friday,61126999100,1,DSD GROCERY,3467
130871,Friday,4048,1,PRODUCE,901
131020,Friday,3700086525,1,HOUSEHOLD PAPER GOODS,3070
131020,Friday,9518801128,1,DSD GROCERY,4644
131373,Friday,1600027527,1,GROCERY DRY GOODS,3559
131451,Friday,22628200000,1,SERVICE DELI,8013
131451,Friday,8000000678,1,GROCERY DRY GOODS,2909
131451,Friday,7874298761,1,BAKERY,5017
131483,Friday,5200032555,2,DSD GROCERY,4606
131546,Friday,71284847127,1,MENS WEAR,1515
131666,Friday,68113107862,1,BAKERY,5017
131902,Friday,20580000000,1,SERVICE DELI,8016
131902,Friday,2840043503,1,IMPULSE MERCHANDISE,808
131910,Friday,3500055500,1,PERSONAL CARE,401
131993,Friday,7023010734,2,PETS AND SUPPLIES,1831
131998,Friday,7874201496,1,"CANDY, TOBACCO, COOKIES",19
131998,Friday,71514182493,2,DAIRY,9020
132033,Friday,4470009205,1,PRE PACKED DELI,7556
132063,Friday,3187804248,1,INFANT CONSUMABLE HARDLINES,526
132111,Friday,3853382537,1,BEDDING,655
132113,Friday,2840020129,1,DSD GROCERY,9251
132213,Friday,72654747870,1,LADIESWEAR,585
132228,Friday,2279691008,1,PERSONAL CARE,5260
132313,Friday,8.80632E+11,1,LADIESWEAR,848
132413,Friday,20154200000,1,SERVICE DELI,8001
132426,Friday,7874228334,1,DAIRY,7956
132426,Friday,2430004172,1,COMM BREAD,3707
132510,Friday,7007457601,1,INFANT CONSUMABLE HARDLINES,706
132604,Friday,4127197110,1,FROZEN FOODS,9100
132638,Friday,9377522621,1,OFFICE SUPPLIES,6929
132739,Friday,76789854631,1,MENS WEAR,4842
132781,Friday,4125921222,1,GROCERY DRY GOODS,2602
132982,Friday,7874243310,1,GROCERY DRY GOODS,2902
132999,Friday,60538871457,1,DAIRY,9100
133040,Friday,71606854491,1,MENS WEAR,3638
133147,Friday,7874222971,1,DSD GROCERY,1108
133147,Friday,4032624134,1,MENS WEAR,1632
133211,Friday,75752800868,1,GROCERY DRY GOODS,4291
133379,Friday,4900001916,1,DSD GROCERY,9546
133440,Friday,8.80614E+11,1,LADIESWEAR,324
133440,Friday,7874206459,1,GROCERY DRY GOODS,4454
133709,Friday,4900005539,1,DSD GROCERY,9556
133717,Friday,65269548162,1,FABRICS AND CRAFTS,2618
133739,Friday,7874298181,1,BAKERY,101
133770,Friday,20279200000,1,SERVICE DELI,4042
133817,Friday,7261370898,1,HOUSEHOLD CHEMICALS/SUPP,765
133817,Friday,7874203004,1,HOUSEHOLD CHEMICALS/SUPP,130
133841,Friday,8.80616E+11,1,LADIESWEAR,323
133841,Friday,69703855053,1,HOME DECOR,5503
133904,Friday,4900004573,2,DSD GROCERY,4611
133904,Friday,4900004575,1,DSD GROCERY,4611
133932,Friday,7874235186,1,DAIRY,1508
133982,Friday,7432300583,1,COMM BREAD,3724
133982,Friday,7432302815,1,COMM BREAD,3724
133993,Friday,2430004146,1,COMM BREAD,3707
134004,Friday,7535303317,1,OFFICE SUPPLIES,3514
134299,Friday,7874237047,1,DAIRY,7974
134462,Friday,1467141135,1,BRAS & SHAPEWEAR,5501
134480,Friday,7104113636,1,DSD GROCERY,4754
134514,Friday,7603138559,1,BOYS WEAR,653
134514,Friday,8.90361E+11,1,MENS WEAR,4626
134515,Friday,5000011081,1,GROCERY DRY GOODS,3252
134836,Friday,7790050241,1,FROZEN FOODS,1201
134838,Friday,7098201340,1,HOME MANAGEMENT,8446
134838,Friday,67278790390,1,MENS WEAR,1632
134860,Friday,4321365670,1,BRAS & SHAPEWEAR,398
134907,Friday,88309624203,1,MENS WEAR,8237
134911,Friday,7464100427,1,PRODUCE,5910
134911,Friday,7464102706,1,PRODUCE,5956
135012,Friday,4470007460,1,PRE PACKED DELI,7552
135012,Friday,4400003442,1,DSD GROCERY,3717
135066,Friday,7874235188,1,DAIRY,1508
135119,Friday,7684012835,1,FROZEN FOODS,9151
135183,Friday,4087,1,PRODUCE,7803
135193,Friday,82179621512,1,MENS WEAR,2544
135249,Friday,7192182563,1,FROZEN FOODS,9116
135376,Friday,3663202714,1,DAIRY,1450
135376,Friday,7874205236,1,DAIRY,1511
135380,Friday,71785447012,2,FROZEN FOODS,1901
135417,Friday,67984410957,1,FROZEN FOODS,2112
135651,Friday,22500800000,1,SERVICE DELI,8027
135658,Friday,2279691423,1,PERSONAL CARE,5260
135668,Friday,88561501395,1,BRAS & SHAPEWEAR,2207
135668,Friday,61156657252,1,JEWELRY AND SUNGLASSES,345
135668,Friday,5107116779,1,BOYS WEAR,5202
135714,Friday,1131173468,1,LADIESWEAR,364
135812,Friday,1450001100,1,FROZEN FOODS,1750
135840,Friday,82650400902,1,SEAFOOD,1028
135942,Friday,1820018993,1,"LIQUOR,WINE,BEER",113
136019,Friday,69922162117,1,COMM BREAD,3729
136091,Friday,2100061526,1,DAIRY,7958
136091,Friday,2733100034,1,COMM BREAD,3734
136091,Friday,6132835504,1,HOUSEHOLD PAPER GOODS,3091
136253,Friday,68113106756,1,SERVICE DELI,4010
136253,Friday,68113138952,1,SERVICE DELI,7100
136254,Friday,82298236360,1,PLUS AND MATERNITY,111
136291,Friday,7874235190,1,DAIRY,1406
136312,Friday,4133101309,1,GROCERY DRY GOODS,3009
136348,Friday,3800039122,1,GROCERY DRY GOODS,3600
136348,Friday,1600027528,1,GROCERY DRY GOODS,3559
136465,Friday,76273163855,1,"GIRLS WEAR, 4-6X  AND 7-14",2702
136513,Friday,88883305412,1,SHOES,3357
136613,Friday,88181390099,1,BATH AND SHOWER,1086
136613,Friday,88491200392,1,GROCERY DRY GOODS,3555
136651,Friday,88810906002,1,COMM BREAD,2285
136762,Friday,2100064461,1,GROCERY DRY GOODS,2453
136830,Friday,7218063754,1,FROZEN FOODS,9117
136835,Friday,2840000290,1,DSD GROCERY,3658
136835,Friday,3400000241,1,IMPULSE MERCHANDISE,100
136837,Friday,2100060269,1,DAIRY,7958
136927,Saturday,65876136807,2,MEAT - FRESH & FROZEN,6078
136992,Saturday,3980010797,1,IMPULSE MERCHANDISE,904
137058,Saturday,3090000912,1,DAIRY,7955
137316,Saturday,1326141855,1,BOYS WEAR,4648
137392,Saturday,5100020609,1,DSD GROCERY,4621
137414,Saturday,2840003282,1,DSD GROCERY,9268
137516,Saturday,7874202195,1,DSD GROCERY,7700
137592,Saturday,20108700000,1,SERVICE DELI,8014
137606,Saturday,7790011753,1,PRE PACKED DELI,7302
137625,Saturday,1200013034,1,DSD GROCERY,9501
137666,Saturday,3207,1,FROZEN FOODS,9100
137920,Saturday,9147563004,1,DAIRY,1405
137980,Saturday,68333321203,1,PERSONAL CARE,9111
138122,Saturday,82179622464,1,MENS WEAR,1444
138128,Saturday,4133341501,1,IMPULSE MERCHANDISE,903
138128,Saturday,82831410,1,MENS WEAR,1541
138193,Saturday,7874235188,1,DAIRY,1508
138211,Saturday,7874204840,1,GROCERY DRY GOODS,2303
138264,Saturday,4470007427,1,PRE PACKED DELI,7657
138274,Saturday,8.80632E+11,1,LADIESWEAR,312
138367,Saturday,81993301059,1,PERSONAL CARE,5022
138375,Saturday,7457011400,1,FROZEN FOODS,9151
138549,Saturday,22855700000,1,SERVICE DELI,8027
138765,Saturday,6843738908,1,"CANDY, TOBACCO, COOKIES",72
138799,Saturday,5200032868,1,DSD GROCERY,4606
138865,Saturday,4900000977,1,DSD GROCERY,9211
138885,Saturday,7874222375,1,COMM BREAD,3716
138918,Saturday,4000049098,1,"CANDY, TOBACCO, COOKIES",72
139094,Saturday,7871523552,2,LADIESWEAR,437
139107,Saturday,88309625465,2,MENS WEAR,1198
139116,Saturday,60538871461,1,DAIRY,9101
139285,Saturday,82179621556,1,MENS WEAR,2544
139344,Saturday,4510006072,1,DSD GROCERY,2536
139420,Saturday,84868303477,1,MENS WEAR,4473
139420,Saturday,7445160547,1,INFANT CONSUMABLE HARDLINES,2103
139578,Saturday,7874201417,1,DSD GROCERY,4624
139689,Saturday,7874235200,1,DAIRY,1515
139702,Saturday,2075370000,1,HOME MANAGEMENT,6927
139741,Saturday,4460030784,1,HOUSEHOLD CHEMICALS/SUPP,1014
139788,Saturday,82065010947,1,IMPULSE MERCHANDISE,6002
139909,Saturday,4900000977,1,DSD GROCERY,9211
139985,Saturday,8.80616E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",212
139985,Saturday,78114752709,1,"GIRLS WEAR, 4-6X  AND 7-14",393
139985,Saturday,88694420369,1,SLEEPWEAR/FOUNDATIONS,1287
140036,Saturday,9770901002,2,DSD GROCERY,9225
140064,Saturday,88882319906,1,MENS WEAR,9250
140115,Saturday,5200032585,1,DSD GROCERY,4606
140134,Saturday,68113105691,1,PHARMACY OTC,913
140134,Saturday,1111117266,1,PERSONAL CARE,9113
140138,Saturday,3500050902,1,PERSONAL CARE,202
140233,Saturday,78114752709,1,"GIRLS WEAR, 4-6X  AND 7-14",393
140326,Saturday,3338366001,1,PRODUCE,7703
140383,Saturday,82513102368,1,TOYS,5330
140383,Saturday,88888616333,1,"GIRLS WEAR, 4-6X  AND 7-14",167
140454,Saturday,3338360152,1,PRODUCE,4030
140475,Saturday,7325300024,2,DAIRY,7961
140499,Saturday,67278729725,1,MENS WEAR,1635
140639,Saturday,4011,1,PRODUCE,5501
140649,Saturday,81295402252,1,BOYS WEAR,23
140707,Saturday,7533823157,1,MENS WEAR,5307
140708,Saturday,88721944315,1,BOYS WEAR,3019
140745,Saturday,3930773024,1,MENS WEAR,1609
140788,Saturday,22012900000,1,MEAT - FRESH & FROZEN,6026
140816,Saturday,2500005543,1,DAIRY,1404
140916,Saturday,88530604701,1,MENS WEAR,5142
140964,Saturday,22716000000,1,MEAT - FRESH & FROZEN,6582
140964,Saturday,7730010001,1,GROCERY DRY GOODS,3819
140997,Saturday,88309625455,1,MENS WEAR,1198
141139,Saturday,2773602275,1,TOYS,2503
141139,Saturday,81541901548,1,SPORTING GOODS,8205
141156,Saturday,7874243267,1,FROZEN FOODS,1752
141448,Saturday,68113191684,1,SERVICE DELI,4031
141472,Saturday,5200032585,2,DSD GROCERY,4606
141484,Saturday,7231163012,1,"LIQUOR,WINE,BEER",1106
141532,Saturday,22592300000,1,MEAT - FRESH & FROZEN,4150
141569,Saturday,3997800375,1,GROCERY DRY GOODS,2519
141584,Saturday,4409,1,PRODUCE,1906
141664,Saturday,68833992320,1,COMM BREAD,3792
141987,Saturday,8.80614E+11,1,LADIESWEAR,324
141987,Saturday,5107114916,1,LADIESWEAR,663
142101,Saturday,2500005466,1,DAIRY,1407
142101,Saturday,3120020298,1,DSD GROCERY,4639
142256,Saturday,88602803230,1,MENS WEAR,8134
142386,Saturday,2032300514,1,MEAT - FRESH & FROZEN,6552
142446,Saturday,88878317955,1,ACCESSORIES,642
142446,Saturday,7533866965,1,BOYS WEAR,604
142460,Saturday,7874222690,1,DSD GROCERY,4640
142502,Saturday,7294560146,1,COMM BREAD,3704
142736,Saturday,82182307186,1,BOYS WEAR,5150
142779,Saturday,1450001527,1,FROZEN FOODS,6506
142819,Saturday,1130074359,2,"CANDY, TOBACCO, COOKIES",97
142819,Saturday,8.80938E+11,1,BOYS WEAR,2900
142913,Saturday,4359500275,1,PRE PACKED DELI,7251
142913,Saturday,4441101511,-1,SPORTING GOODS,6001
142995,Saturday,9650620226,1,PHARMACY OTC,3736
143020,Saturday,4383455714,1,"GIRLS WEAR, 4-6X  AND 7-14",8704
143020,Saturday,82043617265,1,"GIRLS WEAR, 4-6X  AND 7-14",3254
143022,Saturday,87897100000,1,PERSONAL CARE,5230
143098,Saturday,30573192751,1,IMPULSE MERCHANDISE,338
143206,Saturday,7225003712,1,COMM BREAD,3710
143313,Saturday,84004019218,1,PERSONAL CARE,404
143313,Saturday,75752800879,1,IMPULSE MERCHANDISE,808
143375,Saturday,69074200111,1,MENS WEAR,1516
143595,Sunday,7874236961,1,GROCERY DRY GOODS,2755
143595,Sunday,7874236962,1,GROCERY DRY GOODS,2755
143669,Sunday,2740080024,1,DAIRY,1252
143670,Sunday,7874235186,1,DAIRY,1508
143782,Sunday,7874209728,1,COMM BREAD,3717
143884,Sunday,5300000641,1,DAIRY,7958
143890,Sunday,7790050242,1,FROZEN FOODS,1201
144012,Sunday,20921300000,1,SERVICE DELI,8150
144012,Sunday,84300507024,1,LADIESWEAR,28
144020,Sunday,3500076452,1,PERSONAL CARE,203
144163,Sunday,1760002177,1,GROCERY DRY GOODS,2219
144183,Sunday,88857003315,1,JEWELRY AND SUNGLASSES,6802
144258,Sunday,4850002013,2,DAIRY,1404
144343,Sunday,3760010321,1,PRE PACKED DELI,7208
144385,Sunday,1590013401,1,PRE PACKED DELI,7501
144410,Sunday,7603178434,1,BOYS WEAR,653
144484,Sunday,18778700092,2,DAIRY,7978
144637,Sunday,64541678909,1,CELEBRATION,404
144733,Sunday,88496806683,1,LADIESWEAR,267
144765,Sunday,4900003073,1,DSD GROCERY,3000
144831,Sunday,20580000000,1,SERVICE DELI,8016
144919,Sunday,22763000000,1,MEAT - FRESH & FROZEN,1039
144990,Sunday,88530631893,1,MENS WEAR,1103
144990,Sunday,8.80616E+11,1,LADIESWEAR,414
145151,Sunday,3760052954,1,PRE PACKED DELI,7205
145151,Sunday,7874235188,1,DAIRY,1508
145153,Sunday,4011,2,PRODUCE,5501
145166,Sunday,70463996002,1,MEAT - FRESH & FROZEN,6552
145244,Sunday,20577400000,1,SERVICE DELI,8015
145304,Sunday,7124929516,1,BEAUTY,6020
145304,Sunday,1910018702,1,BEAUTY,4008
145560,Sunday,7343500004,3,COMM BREAD,3791
145655,Sunday,22915700000,2,BAKERY,5024
145751,Sunday,20511200000,1,SERVICE DELI,6754
145751,Sunday,7027223208,1,DAIRY,1551
145846,Sunday,4178900105,1,GROCERY DRY GOODS,3120
145846,Sunday,4011,1,PRODUCE,5501
145897,Sunday,3127,1,PRODUCE,5851
145936,Sunday,9147504189,1,DAIRY,1405
145936,Sunday,3760015304,1,PRE PACKED DELI,7202
145945,Sunday,88530617609,1,MENS WEAR,1101
145974,Sunday,22501100000,1,SERVICE DELI,8003
145989,Sunday,8.80616E+11,1,LADIESWEAR,301
145991,Sunday,7874222971,1,DSD GROCERY,1108
146027,Sunday,2700041905,1,DSD GROCERY,4660
146053,Sunday,68113145793,1,SERVICE DELI,7100
146091,Sunday,68113138749,1,PRODUCE,6802
146212,Sunday,7874205331,4,FROZEN FOODS,1752
146219,Sunday,75481911260,1,MENS WEAR,1727
146250,Sunday,74300270019,1,FROZEN FOODS,9705
146267,Sunday,60538816338,1,SHOES,8960
146387,Sunday,6215196778,1,GROCERY DRY GOODS,3309
146430,Sunday,88295696285,1,BOYS WEAR,5516
146496,Sunday,4111600595,2,IMPULSE MERCHANDISE,105
146500,Sunday,68113107862,2,BAKERY,5017
146509,Sunday,7047045725,2,DAIRY,1441
146591,Sunday,2733100032,1,COMM BREAD,3706
146994,Sunday,4171684294,1,DAIRY,7953
147033,Sunday,3151,1,PRODUCE,7801
147062,Sunday,2100032307,1,GROCERY DRY GOODS,2453
147077,Sunday,7432309090,1,COMM BREAD,3701
147087,Sunday,7985696162,1,FABRICS AND CRAFTS,805
147092,Sunday,7874235186,1,DAIRY,1508
147114,Sunday,7341001365,1,COMM BREAD,3761
147177,Sunday,60538871461,1,DAIRY,9101
147244,Sunday,2560000382,1,IMPULSE MERCHANDISE,611
147312,Sunday,4000000432,1,IMPULSE MERCHANDISE,115
147445,Sunday,5210002736,1,GROCERY DRY GOODS,4252
147499,Sunday,7079503562,1,GROCERY DRY GOODS,2530
147537,Sunday,5040026404,1,COMM BREAD,3725
147537,Sunday,73792775137,1,JEWELRY AND SUNGLASSES,7095
147567,Sunday,2840034367,1,DSD GROCERY,8300
147594,Sunday,2550020083,1,GROCERY DRY GOODS,3304
147594,Sunday,7680000691,1,DAIRY,8004
147603,Sunday,4046,1,PRODUCE,5620
147673,Sunday,1480064642,1,DSD GROCERY,4644
147731,Sunday,7874222921,3,DAIRY,1360
147742,Sunday,2100065893,2,GROCERY DRY GOODS,3800
147743,Sunday,4650073563,1,HOUSEHOLD CHEMICALS/SUPP,8920
147768,Sunday,7756728196,1,FROZEN FOODS,1853
147925,Sunday,20269800000,1,SERVICE DELI,4042
147936,Sunday,22501100000,1,SERVICE DELI,8003
148005,Sunday,4900003165,3,DSD GROCERY,9205
148025,Sunday,2733100023,4,COMM BREAD,3734
148031,Sunday,1590000211,1,PRE PACKED DELI,7502
148031,Sunday,3338365020,1,PRODUCE,7501
148234,Sunday,7911868806,1,AUTOMOTIVE,5105
148293,Sunday,3450063202,1,DAIRY,1507
148462,Sunday,80504037503,1,SHOES,8933
148484,Sunday,22628200000,1,SERVICE DELI,8013
148515,Sunday,87897100001,1,PERSONAL CARE,5230
148525,Sunday,3620000468,3,GROCERY DRY GOODS,2401
148532,Sunday,7047029062,1,DAIRY,1341
148589,Sunday,72097250316,1,BOYS WEAR,1122
148589,Sunday,84868303065,2,BOYS WEAR,2131
148589,Sunday,88616687709,1,BOYS WEAR,1023
148632,Sunday,4470000857,1,PRE PACKED DELI,7557
148800,Sunday,2840033580,1,DSD GROCERY,8251
148837,Sunday,4087,1,PRODUCE,7803
149283,Sunday,82926811537,1,LADIESWEAR,1333
149459,Sunday,6.9225E+11,1,BOYS WEAR,1501
149459,Sunday,7940025740,1,PERSONAL CARE,5
149488,Sunday,4900003124,1,DSD GROCERY,9515
149653,Sunday,5040075116,1,COMM BREAD,3725
149663,Sunday,7047045484,1,DAIRY,1344
149826,Sunday,88882509904,1,LADIESWEAR,899
149854,Sunday,88491200391,1,GROCERY DRY GOODS,3555
149936,Sunday,88530631766,1,MENS WEAR,1102
149936,Sunday,66572108174,1,BATH AND SHOWER,702
150026,Monday,7874222913,1,COMM BREAD,3716
150103,Monday,68113132946,2,PRODUCE,6810
150124,Monday,2100003474,1,DAIRY,1352
150167,Monday,7874203089,2,PRE PACKED DELI,7201
150247,Monday,1111113069,1,PERSONAL CARE,4941
150304,Monday,1958532938,1,BRAS & SHAPEWEAR,1122
150367,Monday,5300005278,2,DAIRY,7955
150790,Monday,5210001090,1,GROCERY DRY GOODS,4151
150844,Monday,65876136807,1,MEAT - FRESH & FROZEN,6078
150847,Monday,84410600376,1,OFFICE SUPPLIES,4820
150879,Monday,88530626576,1,SLEEPWEAR/FOUNDATIONS,7021
150899,Monday,81111602187,1,BOYS WEAR,24
150916,Monday,88491200391,1,GROCERY DRY GOODS,3555
150916,Monday,3800005198,1,FROZEN FOODS,2112
150924,Monday,20108700000,1,SERVICE DELI,8014
150970,Monday,68113174355,1,DAIRY,9107
151038,Monday,8686108435,1,LAWN AND GARDEN,4801
151111,Monday,3338353610,1,PRODUCE,4120
151111,Monday,4011,1,PRODUCE,5501
151200,Monday,7874201843,1,HOUSEHOLD PAPER GOODS,265
151273,Monday,7874202099,2,FROZEN FOODS,4060
151478,Monday,4282558484,1,BOYS WEAR,6315
151527,Monday,4900004575,1,DSD GROCERY,4611
151527,Monday,4850000717,1,DAIRY,1404
151550,Monday,5210001970,1,GROCERY DRY GOODS,4252
151560,Monday,4078,1,PRODUCE,8303
151560,Monday,3400000240,1,IMPULSE MERCHANDISE,100
151582,Monday,88614994555,1,"GIRLS WEAR, 4-6X  AND 7-14",125
151601,Monday,4664,1,PRODUCE,7810
151611,Monday,7874235201,1,DAIRY,1515
151631,Monday,2840020286,1,DSD GROCERY,3652
151676,Monday,22628200000,1,SERVICE DELI,8013
151702,Monday,65724304606,1,FROZEN FOODS,1855
151714,Monday,68113107862,2,BAKERY,5017
151751,Monday,81891401681,1,COOK AND DINE,1211
151856,Monday,4393551616,1,MENS WEAR,5107
151908,Monday,4156313700,1,SERVICE DELI,3007
152090,Monday,7874222375,1,COMM BREAD,3716
152100,Monday,88851063337,1,"GIRLS WEAR, 4-6X  AND 7-14",125
152397,Monday,2100061161,1,GROCERY DRY GOODS,4602
152593,Monday,4078,1,PRODUCE,8303
152594,Monday,7874209197,1,GROCERY DRY GOODS,2302
152626,Monday,4450098199,1,PRE PACKED DELI,1350
152664,Monday,78905064119,1,LADIESWEAR,422
152695,Monday,7342000006,1,DAIRY,1353
152754,Monday,3400040551,1,"CANDY, TOBACCO, COOKIES",79
152779,Monday,3338365020,2,PRODUCE,7501
152800,Monday,4900000612,1,DSD GROCERY,9537
152913,Monday,2500002622,1,DAIRY,1406
152948,Monday,7874236690,4,COMM BREAD,3714
152960,Monday,1380055243,1,FROZEN FOODS,6506
153120,Monday,8.80875E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",160
153154,Monday,7047019659,3,DAIRY,1351
153194,Monday,3940001974,1,GROCERY DRY GOODS,2828
153206,Monday,1326261025,1,"GIRLS WEAR, 4-6X  AND 7-14",1511
153213,Monday,3700044981,1,PERSONAL CARE,801
153315,Monday,7756725423,1,FROZEN FOODS,1853
153349,Monday,2100061542,1,GROCERY DRY GOODS,4601
153476,Monday,88882301181,1,MENS WEAR,4722
153538,Monday,7287925113,1,FABRICS AND CRAFTS,5901
153565,Monday,4470007510,1,PRE PACKED DELI,7554
153622,Monday,7464130024,4,PRODUCE,5924
153788,Monday,20154500000,1,SERVICE DELI,8001
153829,Monday,68113107862,2,BAKERY,5017
154007,Monday,60538871461,1,DAIRY,9101
154101,Monday,7874235204,1,GROCERY DRY GOODS,3809
154114,Monday,7780259094,1,BEAUTY,1265
154140,Monday,7314906279,1,HOME MANAGEMENT,4206
154140,Monday,88530633636,2,MENS WEAR,5454
154168,Monday,4300097903,1,GROCERY DRY GOODS,2454
154168,Monday,82744400098,1,PHARMACY OTC,1531
154206,Monday,88309623906,1,LADIES SOCKS,3026
154238,Monday,1326265973,1,"GIRLS WEAR, 4-6X  AND 7-14",800
154333,Monday,8597603393,1,"LIQUOR,WINE,BEER",2401
154401,Monday,88599859160,1,JEWELRY AND SUNGLASSES,6409
154483,Monday,4776,-1,PRODUCE,8006
154483,Monday,4776,1,PRODUCE,8006
154525,Monday,7389003906,2,PRE PACKED DELI,7501
154681,Monday,8.9611E+11,1,BOYS WEAR,4648
154681,Monday,76060902777,1,MENS WEAR,1605
154848,Monday,88616688475,1,INFANT APPAREL,6405
154902,Monday,88602801658,2,MENS WEAR,8138
154923,Monday,88561506748,2,SLEEPWEAR/FOUNDATIONS,2900
155025,Monday,2770067901,1,FROZEN FOODS,2001
155030,Monday,66572108569,1,BATH AND SHOWER,1500
155040,Monday,2100004208,1,DAIRY,1353
155072,Monday,78665840929,1,"GIRLS WEAR, 4-6X  AND 7-14",1607
155437,Monday,5107116623,1,BOYS WEAR,571
155437,Monday,3825754418,1,BOYS WEAR,6405
155541,Monday,83336800528,1,COOK AND DINE,445
155541,Monday,1326265964,1,"GIRLS WEAR, 4-6X  AND 7-14",800
155541,Monday,5200013079,1,DSD GROCERY,4607
155577,Monday,7874235188,1,DAIRY,1508
155578,Monday,7432300015,1,COMM BREAD,3724
155752,Monday,80469197152,1,SWIMWEAR/OUTERWEAR,321
155788,Monday,7874222953,1,DSD GROCERY,4636
155788,Monday,68113170008,2,PHARMACY OTC,2006
155793,Monday,4011,1,PRODUCE,5501
155808,Tuesday,68113153188,1,SERVICE DELI,7100
155813,Tuesday,7106821078,1,FROZEN FOODS,4063
155918,Tuesday,7294560136,1,COMM BREAD,3702
155923,Tuesday,4450097649,1,PRE PACKED DELI,7554
155972,Tuesday,4282562621,1,MENS WEAR,8267
155974,Tuesday,22788500000,1,MEAT - FRESH & FROZEN,6047
155987,Tuesday,7874201483,1,DAIRY,7955
155987,Tuesday,4330130577,1,FROZEN FOODS,1801
155996,Tuesday,2100000306,1,DAIRY,7957
156286,Tuesday,7067820343,1,BAKERY,9051
156416,Tuesday,74759930655,1,"CANDY, TOBACCO, COOKIES",87
156431,Tuesday,5200001248,2,GROCERY DRY GOODS,2838
156498,Tuesday,66106100001,3,PRODUCE,4162
156676,Tuesday,7871547544,1,"GIRLS WEAR, 4-6X  AND 7-14",177
156676,Tuesday,88844743596,1,"GIRLS WEAR, 4-6X  AND 7-14",3254
156782,Tuesday,7067812603,1,GROCERY DRY GOODS,4154
156782,Tuesday,2100001407,1,GROCERY DRY GOODS,2453
156796,Tuesday,80469192635,1,"GIRLS WEAR, 4-6X  AND 7-14",5932
156808,Tuesday,7225004319,1,COMM BREAD,3702
156925,Tuesday,8000000683,2,GROCERY DRY GOODS,2909
157131,Tuesday,8615533310,1,LAWN AND GARDEN,380
157206,Tuesday,75379200251,1,DSD GROCERY,4635
157426,Tuesday,7100701467,1,FROZEN FOODS,4065
157461,Tuesday,4136408033,1,IMPULSE MERCHANDISE,110
157800,Tuesday,68113107862,1,BAKERY,5017
157809,Tuesday,22455600000,1,SERVICE DELI,7010
157897,Tuesday,68113109896,1,BAKERY,4010
157918,Tuesday,4305,1,PRODUCE,903
158054,Tuesday,4062,1,PRODUCE,8104
158054,Tuesday,5200033777,1,DSD GROCERY,4608
158054,Tuesday,3338365020,1,PRODUCE,7501
158099,Tuesday,4850030569,1,DAIRY,1404
158099,Tuesday,7418226012,1,PERSONAL CARE,3185
158199,Tuesday,7874235189,1,DAIRY,1508
158208,Tuesday,5210008698,1,GROCERY DRY GOODS,4252
158354,Tuesday,2113145308,1,FROZEN FOODS,1901
158365,Tuesday,68113107866,1,BAKERY,5006
158365,Tuesday,2500004670,1,DAIRY,1404
158405,Tuesday,81111602250,1,BOYS WEAR,24
158422,Tuesday,8.80616E+11,1,LADIESWEAR,323
158431,Tuesday,8000000674,2,GROCERY DRY GOODS,2901
158447,Tuesday,7874203951,4,HOUSEHOLD PAPER GOODS,3011
158533,Tuesday,3566910232,1,FROZEN FOODS,1901
158533,Tuesday,7874237084,2,GROCERY DRY GOODS,2829
158569,Tuesday,7904122115,1,MEAT - FRESH & FROZEN,6007
158635,Tuesday,61126926373,1,DSD GROCERY,3466
158641,Tuesday,7874235186,1,DAIRY,1508
158689,Tuesday,4470000004,1,PRE PACKED DELI,7502
158811,Tuesday,82182307267,1,MENS WEAR,1080
158910,Tuesday,22003200000,4,MEAT - FRESH & FROZEN,1039
158929,Tuesday,65876135732,1,MEAT - FRESH & FROZEN,6073
158987,Tuesday,20747800000,1,MEAT - FRESH & FROZEN,6353
159062,Tuesday,8425322571,1,DSD GROCERY,4625
159090,Tuesday,7367503507,1,PRE PACKED DELI,7252
159242,Tuesday,7047027756,2,DAIRY,1343
159242,Tuesday,7874208700,1,FROZEN FOODS,2112
159265,Tuesday,4470000857,1,PRE PACKED DELI,7557
159303,Tuesday,8312000207,1,"LIQUOR,WINE,BEER",2000
159542,Tuesday,5000062239,1,DAIRY,1307
159721,Tuesday,7432308224,1,COMM BREAD,3724
159734,Tuesday,20554800000,1,SERVICE DELI,8015
159743,Tuesday,7874207180,1,PRE PACKED DELI,7550
159743,Tuesday,3338308597,1,PRODUCE,1239
159748,Tuesday,20184400000,2,SERVICE DELI,7010
159770,Tuesday,60538862128,1,FINANCIAL SERVICES,0
159852,Tuesday,5624877214,1,SHOES,7419
159852,Tuesday,1292626533,1,SHOES,4384
